activity_id,sub_activity_id,donor,announcement_date,aid_type_general,aid_type_specific,explanation,reporting_currency,measure,source_reported_value,tot_activity_value,tot_activity_value_EUR,tot_activity_value_constant_currency,tot_sub_activity_value,tot_sub_activity_value_EUR,tot_sub_activity_value_constant_currency,tot_sub_activity_value_constant_currency_redistr,tot_sub_activity_value_EUR_redistr,tot_value_deliv_EUR,item,item_type,item_sub_type,item_soviet_origin,item_numb,item_numb_deliv, item_price_USD ,item_value_estimate_USD,item_value_estimate_deliv_USD,official_source_dummy,source_of_aid_1,source_of_aid_2,source_of_aid_3,source_of_aid_4,deliv_official_source_dummy,deliv_source,channel,location,coords,geo_sources,geo_accuracy,building_or_facility,reconstruction_sector,loan_mat,loan_int,loan_gra,updated_dummy,total_value_dummy,month,short_term,earmarked_year,activity_match_deliv,value_source_activity_type,value_source_deliv_type,alloc_no_date,reallocation_sub_activity_id,Working/Debug >>>,before_war,month_exists_dummy,ukraine_asked_dummy,heavy_undisclosed_package,heavy_undisclosed_deliv,ammo_dummy,in_kind_dummy,deliv_more_than_comm,non_eu_nato_dummy,nato_dummy,eu_dummy,eu_geo_dummy,source_of_weapon,dummy_first_row_commitment_check (1=error),dummy_month_check (1=error),allocation_dummy_check (1= error),formula_dummy _check(1=error),reimbursement_value_type,reimbursed_with,deflator,change_currency,inflation_percentage,tot_sub_activity_value_EUR_OLD,notes,procurement_location,procurement_contractor,mixed_package_dummy,year_month,year
ATF3,ATF3_1,Austria,2022-11-09,Financial,Grant,"As part of the COP27, the world climate conference in the Egyptian seaside resort of Sharm el-Sheik, Austrian Finance Minister Magnus Brunner announced a further 10 EUR million in support for the European Bank for Reconstruction and Development (EBRD) (Source of aid 2.) In March, it was officially on the EBRD page (Source of aid 1), and therefore we include it in our dataset.",EUR,Allocation,"10,000,000",10000000.0,10000000.0,9391197.0,10000000.0,10000000.0,9391197.0,9391197.0,10000000.0,,.,.,.,0.0,.,., . ,,,0.0,https://www.ebrd.com/what-we-do/war-on-ukraine/donor-support.html,https://www.oe24.at/welt/ukraine-krieg/oesterreich-sagt-weitere-zehn-millionen-euro-fuer-die-ukraine-zu/535583618,.,.,0.0,.,EBRD MDA,,,,,,,,,,0.0,1.0,November,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,1.0,1.0,,0.0,0,0.0,0.0,,,106.0,1.0,105.297284,10000000.0,,,,,2022-11,2022
ATF4,ATF4_1,Austria,2023-10-12,Financial,Grant,"Austria has pledged to invest 30 EUR million to special program for Ukraine and Moldova (SPUR) within the International Development Association (IDA), a branch of the World Bank Group.",EUR,Allocation,"30,000,000",30000000.0,30000000.0,26422318.0,30000000.0,30000000.0,26422318.0,26422318.0,30000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://www.bmf.gv.at/en/press/press-releases/2023/October-2023/Austria-is-supporting-reconstruction-in-Ukraine-and-Moldova-with-40-million-euros_1.html,.,.,.,0.0,.,WB IDA,,,,,,,,,,0.0,1.0,October,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,113.307218,30000000.0,,,,,2023-10,2023
ATF5,ATF5_1,Austria,2023-10-12,Financial,Grant,"Austria has pledged to invest 10 EUR million is pledged through the Ukraine Relief, Recovery, Reconstruction and Reform Trust Fund (URTF).",EUR,Allocation,"10,000,000",10000000.0,10000000.0,8807439.0,10000000.0,10000000.0,8807439.0,8807439.0,10000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://www.bmf.gv.at/en/press/press-releases/2023/October-2023/Austria-is-supporting-reconstruction-in-Ukraine-and-Moldova-with-40-million-euros_1.html,"https://www.kmu.gov.ua/en/news/rozvytok-ukrainsko-avstriiskykh-vidnosyn-u-finansovii-sferi-ie-nevidiemnoiu-chastynoiu-protsesu-ievrointehratsii-ukrainy-serhii-marchenko-na-zustrichi-z-poslom-avstrii#:~:text=Since%20February%202022%2C%20Austria%20has,%2C%20support%20for%20IDPs%2C%20etc.",.,.,0.0,.,WB URTF,,,,,,,,,,0.0,1.0,October,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,113.307218,10000000.0,,,,,2023-10,2023
ATF6,ATF6_1,Austria,2024-12-03,Financial,Grant,"Austria has allocated a EUR 10 million grant contribution through the World Bank's URTF to back emergency operations in energy and other key sectors, as well as programs that help implement vital reforms.",EUR,Allocation,"10,000,000",10000000.0,10000000.0,8807439.0,10000000.0,10000000.0,8807439.0,8807439.0,10000000.0,,.,.,.,0.0, . ,., . ,,,1.0,https://www.facebook.com/story.php?story_fbid=896062472720572&id=100069504837169&_rdr,.,.,.,0.0,.,WB URTF,,,,,,,,,,1.0,1.0,December,1.0,2024,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,113.307218,10000000.0, ,,,,2024-12,2024
BEH1,BEH1_1,Belgium,2022-03-01,Humanitarian,Equipment,"Belgium announced to send medical ressources amounting to 3.4 million EUR. The aid falls within the framework of the EU Civil Protection Mechanism (UCPM). The package includes on top of the items listed to the right also anaesthetics, muscle relaxants and painkillers. ",EUR,Allocation,"3,400,000",3400000.0,3400000.0,3193007.0,3400000.0,3400000.0,3193007.0,3193007.0,3400000.0,,gloves,Humanitarian,Humanitarian,0.0,400000,undisclosed, 0 ,52000.0,,1.0,https://diplomatie.belgium.be/en/policy/policy-areas/highlighted/civilian-aid-ukraine-overview,https://www.aa.com.tr/en/russia-ukraine-war/belgium-tried-to-donate-nearly-expired-drugs-to-ukraine-report/2591304,https://www.brusselstimes.com/208911/belgium-to-send-e3-4-million-medical-supplies-to-ukraine,.,0.0,.,EU Civil Protection Mechanism,,,,,,,,,,0.0,1.0,March,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,106.0,1.0,105.891703,3400000.0,,,,,2022-03,2022
BEH2,BEH2_1,Belgium,2022-03-02,Humanitarian,Equipment,"Emergency shelter material adapted to cold climate conditions, such as tents, blankets and sanitary kits. The aid falls within the framework of the EU Civil Protection Mechanism (UCPM). ",EUR,Allocation,"230,000",230000.0,230000.0,215998.0,230000.0,230000.0,215998.0,215998.0,230000.0,,.,.,.,0.0,.,., . ,,,1.0,https://diplomatie.belgium.be/en/belgium-sends-emergency-shelter-material-ukraine-b-fast,https://reliefweb.int/report/ukraine/belgium-sends-emergency-shelter-material-ukraine-b-fast,.,.,0.0,.,EU Civil Protection Mechanism,,,,,,,,,,0.0,1.0,March,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,106.0,1.0,105.891703,230000.0,,,,,2022-03,2022
BEH3,0,Belgium,2022-04-09,Humanitarian,Assistance,"On April 9, during the event ""Stand Up for Ukraine"", the Belgian Prime Minister announced that Belgium had set up a fund of 800 million EUR to support Ukraine and Ukrainian refugees. Since only 83 million EUR will be sent to Ukraine (see ""Sorce of Aid 2""), we previously reported this amount. On January 2023, the Belgian foreign ministry's official press release stated that 77 million EUR were spent on civilian assistance in 2022 (Source of aid 3). Thus, we assume that the initial 83 million EUR was a reserved budget for aid to Ukraine, and the Belgian government spent 77 million EUR from this value. Moreover, among the 77 million EUR listed, 10 million EUR were spent to help export grain and 6.4 million EUR to different human rights protection organizations, which we do not count. Therefore, in 2022 total humanitarian aid provided by Belgium to Ukraine is 60.6 million EUR. ",EUR,Commitment,"60,600,000",60600000.0,60600000.0,56910654.0,,,,,,,.,.,.,0.0,.,., . ,,,1.0,http://web.archive.org/web/20230316103145/https://diplomatie.belgium.be/en/policy/policy-areas/highlighted/civilian-aid-ukraine-overview,https://twitter.com/i/status/1512804572728897539,https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report/,.,0.0,.,.,,,,,,,,,,0.0,1.0,April,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,106.0,1.0,105.891703,,,,,,2022-04,2022
BEH4,BEH4_1,Belgium,2022-07-15,Humanitarian,Equipment,"The Belgian Government approved the shipment of medical equipment, basic supplies and medicines. which will be carried by 11 trucks. The total cost of the aid amounts to 800000 EUR. ",EUR,Allocation,"800,000",800000.0,800000.0,751296.0,800000.0,800000.0,751296.0,751296.0,800000.0,,.,.,.,0.0,.,., . ,,,1.0,http://web.archive.org/web/20230316103145/https://diplomatie.belgium.be/en/policy/policy-areas/highlighted/civilian-aid-ukraine-overview,https://www.brusselstimes.com/255904/belgium-to-send-new-huge-aid-shipment-to-ukraine,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,July,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,106.0,1.0,105.891703,800000.0,,,,,2022-07,2022
BEH5,BEH5_1,Belgium,2023-01-19,Humanitarian,Equipment,"Belgium will send 3,000 tons of salt to Ukraine to deice public roads in the current winter conditions. This aid shipment represents a total value of 600 EUR million, including transport costs. ",EUR,Allocation,"600,000",600000.0,600000.0,528446.0,600000.0,600000.0,528446.0,528446.0,600000.0,,.,.,.,0.0,.,., . ,,,1.0,https://diplomatie.belgium.be/en/belgium-sends-another-batch-humanitarian-material-ukraine-b-fast,https://www.brusselstimes.com/355375/belgium-sends-more-humanitarian-aid-to-ukraine-via-b-fast,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,January,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,600000.0,,,,,2023-01,2023
BEH6,BEH6_1,Belgium,2023-05-12,Humanitarian,Contribution,"The Federal Government approved a new package of support measures for Ukraine worth 92 EUR million on Friday, Prime Minister Alexander De Croo’s office announced. Humanitarian aid worth 24 EUR million will be allocated out of 92 EUR million. Later it was specified that 7 EUR million would go to the UN Humanitarian Fund for Ukraine (OCHA) via the Directorate-General for Development Cooperation (Source of aid 3). Also, a more recent publication stated that 24 EUR million would go mainly to international aid agencies, which are already present on the ground, such as the UN humanitarian crisis agency (OCHA), the World Food Program (WFP), UNICEF, the UN refugee agency (UNHCR) and the International Organization for Migration (IOM) (Source of aid 4). Therefore, we split this donation into three entries: 14 million for UNICEF, 7 million for OCHA, and the rest for WFP, IOM, and UNHCR. ",EUR,Allocation,"14,000,000",14000000.0,14000000.0,12330415.0,14000000.0,14000000.0,12330415.0,12330415.0,14000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://www.brusselstimes.com/501768/belgian-government-approves-new-ukraine-aid-worth-e92-million,https://diplomatie.belgium.be/en/news/new-belgian-aid-package-approved-ukraine,https://diplomatie.belgium.be/en/news/b-fast-donates-generators-and-shelter-equipment-following-nova-kachovka-dam-burst-and-flooding-ukraine,https://diplomatie.belgium.be/en/policy/policy-areas/highlighted/belgian-support-ukraine-overview,0.0,.,UNICEF,,,,,,,,,,0.0,1.0,May,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,14000000.0,,,,,2023-05,2023
BEH7,BEH7_1,Belgium,2023-05-12,Humanitarian,Contribution,"The Federal Government approved a new package of support measures for Ukraine worth 92 EUR million on Friday, Prime Minister Alexander De Croo’s office announced. Humanitarian aid worth 24 EUR million will be allocated out of 92 EUR million. Later it was specified that 7 EUR million would go to the UN Humanitarian Fund for Ukraine (OCHA) via the Directorate-General for Development Cooperation (Source of aid 3). Also, a more recent publication stated that 24 EUR million would go mainly to international aid agencies, which are already present on the ground, such as the UN humanitarian crisis agency (OCHA), the World Food Program (WFP), UNICEF, the UN refugee agency (UNHCR) and the International Organization for Migration (IOM) (Source of aid 4). Therefore, we split this donation into three entries: 14 million for UNICEF(BEH6) , 7 million for OCHA (BEH7), and the rest for WFP, IOM, and UNHCR (BEH8). ",EUR,Allocation,"7,000,000",7000000.0,7000000.0,6165208.0,7000000.0,7000000.0,6165208.0,6165208.0,7000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://www.brusselstimes.com/501768/belgian-government-approves-new-ukraine-aid-worth-e92-million,https://diplomatie.belgium.be/en/news/new-belgian-aid-package-approved-ukraine,https://diplomatie.belgium.be/en/news/b-fast-donates-generators-and-shelter-equipment-following-nova-kachovka-dam-burst-and-flooding-ukraine,https://diplomatie.belgium.be/en/policy/policy-areas/highlighted/belgian-support-ukraine-overview,0.0,.,UNOCHA,,,,,,,,,,0.0,1.0,May,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,7000000.0,,,,,2023-05,2023
BEH8,BEH8_1,Belgium,2023-05-12,Humanitarian,Contribution,"The Federal Government approved a new package of support measures for Ukraine worth 92 EUR million on Friday, Prime Minister Alexander De Croo’s office announced. Humanitarian aid worth 24 EUR million will be allocated out of 92 EUR million. Later it was specified that 7 EUR million would go to the UN Humanitarian Fund for Ukraine (OCHA) via the Directorate-General for Development Cooperation (Source of aid 3). Also, a more recent publication stated that 24 EUR million would go mainly to international aid agencies, which are already present on the ground, such as the UN humanitarian crisis agency (OCHA), the World Food Program (WFP), UNICEF, the UN refugee agency (UNHCR) and the International Organization for Migration (IOM) (Source of aid 4). Therefore, we split this donation into three entries: 14 million for UNICEF, 7 million for OCHA, and the rest for WFP, IOM, and UNHCR. ",EUR,Allocation,"3,000,000",3000000.0,3000000.0,2642232.0,3000000.0,3000000.0,2642232.0,2642232.0,3000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://www.brusselstimes.com/501768/belgian-government-approves-new-ukraine-aid-worth-e92-million,https://diplomatie.belgium.be/en/news/new-belgian-aid-package-approved-ukraine,https://diplomatie.belgium.be/en/news/b-fast-donates-generators-and-shelter-equipment-following-nova-kachovka-dam-burst-and-flooding-ukraine,https://diplomatie.belgium.be/en/policy/policy-areas/highlighted/belgian-support-ukraine-overview,0.0,.,UN WFP; UNHCR; UN IOM,,,,,,,,,,0.0,1.0,May,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,3000000.0,,,,,2023-05,2023
BEH9,BEH9_1,Belgium,2023-06-09,Humanitarian,Equipment,"To help the people affected by the floods, B-FAST is providing emergency aid, in the form of shelter equipment (tents, mattresses, sleeping bags, jerry cans, hygiene kits). All these relief items are transported by B-FAST under European coordination. The value of this donation is 350,000 EUR. Also on the basis of an official request received via the European coordination mechanism, B-FAST has been tasked with purchasing generators worth 1.5 EUR million in consultation with the Minister for Energy, Tinne Van der Straeten. These funds will enable B-FAST to send generators to deal with the many difficulties encountered in the areas affected by the floods. Therefore, the total aid provided via B-FAST, in this case, is around 1.85 EU million. ",EUR,Allocation,"1,850,000",1850000.0,1850000.0,1629376.0,1850000.0,1850000.0,1629376.0,1629376.0,1850000.0,,.,.,.,0.0,.,., . ,,,1.0,https://diplomatie.belgium.be/en/news/b-fast-donates-generators-and-shelter-equipment-following-nova-kachovka-dam-burst-and-flooding-ukraine,https://belgium.mfa.gov.ua/news/vislovlyuyemo-shchiru-vdyachnist-uryadu-belgiyi-za-nadanu-nevidkladnu-dopomogu,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,June,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,1850000.0,,,,,2023-06,2023
BEH10,BEH10_1,Belgium,2023-06-09,Humanitarian,Equipment,"FPS Health will provide medical equipment worth 1.6 EUR million (medication, medical products, drinking water storage tanks) following the Nova Kachovka dam burst and flooding in Ukraine. ",EUR,Allocation,"1,600,000",1600000.0,1600000.0,1409190.0,1600000.0,1600000.0,1409190.0,1409190.0,1600000.0,,.,.,.,0.0,.,., . ,,,1.0,https://diplomatie.belgium.be/en/news/b-fast-donates-generators-and-shelter-equipment-following-nova-kachovka-dam-burst-and-flooding-ukraine,https://belgium.mfa.gov.ua/news/vislovlyuyemo-shchiru-vdyachnist-uryadu-belgiyi-za-nadanu-nevidkladnu-dopomogu,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,June,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,1600000.0,,,,,2023-06,2023
BEH11,BEH11_1,Belgium,2023-06-16,Humanitarian,Contribution,"A new contribution of 600,000 EUR was provided by Belgium to the United Nations ""Women's Peace and Humanitarian Fund"" (WPHF), a partnership between the UN and civil society to promote women's rights worldwide in Ukraine and Moldova. Since we do not know the exact share that goes to Ukraine, we report it here entirely.",EUR,Allocation,"600,000",600000.0,600000.0,528446.0,600000.0,600000.0,528446.0,528446.0,600000.0,,.,.,.,0.0,.,., . ,,,1.0,https://diplomatie.belgium.be/en/news/b-fast-donates-generators-and-shelter-equipment-following-nova-kachovka-dam-burst-and-flooding-ukraine,https://belgium.mfa.gov.ua/news/vislovlyuyemo-shchiru-vdyachnist-uryadu-belgiyi-za-nadanu-nevidkladnu-dopomogu,.,.,0.0,.,UNWPHF,,,,,,,,,,0.0,1.0,June,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,600000.0,,,,,2023-06,2023
BEH12,BEH12_1,Belgium,2023-06-16,Humanitarian,Contribution,Belgium will support The International Atomic Energy Agency (IAEA) activities in Ukraine with a contribution of 1 EUR million in regard to nuclear security. ,EUR,Allocation,"1,000,000",1000000.0,1000000.0,880744.0,1000000.0,1000000.0,880744.0,880744.0,1000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://diplomatie.belgium.be/en/news/b-fast-donates-generators-and-shelter-equipment-following-nova-kachovka-dam-burst-and-flooding-ukraine,https://belgium.mfa.gov.ua/news/vislovlyuyemo-shchiru-vdyachnist-uryadu-belgiyi-za-nadanu-nevidkladnu-dopomogu,.,.,0.0,.,IAEA,,,,,,,,,,0.0,1.0,June,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,1000000.0,,,,,2023-06,2023
BEH13,BEH13_1,Belgium,2023-06-27,Humanitarian,Consolidation,"In the overview page published by the Belgian government on June 27th, they reported 133.5 EUR million of civilian assistance in total (Humanitarian, RESILIENCE AND REBUILDING, Human rights, and battle against impunity). Earlier in February, among this aid, they also listed spending for Grain for Ukraine project, which we do not count. Therefore, total civilian aid provided so far is around 123.5 EUR. Our dataset records around 112.24 EUR million of civilian aid (humanitarian and financial aid) provided by Belgium so far. Therefore, we report the rest in this entry. Even though this entry says approximately 11.26 EUR million, which is the same as a donation for UNICEF, we do not include it here since it was reported under 24 EUR million donated previously (see Source of aid 4 of BEH6). ",EUR,Allocation,"11,260,000",11260000.0,11260000.0,9917177.0,11260000.0,11260000.0,9917177.0,9917177.0,11260000.0,,.,.,.,0.0,.,., . ,,,1.0,https://diplomatie.belgium.be/en/policy/policy-areas/highlighted/belgian-support-ukraine-overview,.,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,June,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,11260000.0,,,,,2023-06,2023
BEH14,BEH14_1,Belgium,2023-11-27,Humanitarian,Contribution,Belgium contributes a EUR 2.5 million grant to the Ukraine Energy Support Fund (UESF) by the Energy Community to install solar panels on hospitals.,EUR,Allocation,"2,500,000",2500000.0,2500000.0,2201860.0,2500000.0,2500000.0,2201860.0,2201860.0,2500000.0,,.,.,.,0.0,.,., . ,,,0.0,https://www.energy-community.org/news/Energy-Community-News/2023/11/27.html,.,.,.,0.0,.,EU Ukraine Energy Support Fund,,,,,,modernization energy,,,,0.0,1.0,November,1.0,2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,2500000.0,,,,,2023-11,2023
BEH15,BEH15_1,Belgium,2023-12-19,Humanitarian,Contribution,Belgium contributes a further EUR 2 million to the IAEA to support its activities.,EUR,Allocation,"2,000,000",2000000.0,2000000.0,1761488.0,2000000.0,2000000.0,1761488.0,1761488.0,2000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://diplomatie.belgium.be/en/news/belgium-supports-international-atomic-energy-agency-activities-ukraine-and-elsewhere,.,.,.,0.0,.,IAEA,,,,,,,,,,0.0,1.0,December,1.0,2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,2000000.0,,,,,2023-12,2023
BEH16,0,Belgium,2023-12-15,Humanitarian,Budgetary appropriations,"Belgium is setting up a EUR 1.760 billion Ukraine fund financed by frozen Russian assets in the country. Part of the EUR 1.505bn is earmarked for 2024 and EUR 225m for 2025. As the Belgian authorities have not disclosed how exactly the fund will be divided between military, financial and humanitarian aid, we assume that it will follow the distribution set in previous years.",EUR,Commitment,"60,200,000",60200000.0,60200000.0,53020785.0,,,,,,,.,.,.,0.0,.,., . ,,,1.0,https://diplomatie.belgium.be/en/policy/policy-areas/highlighted/belgian-support-ukraine,.,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,December,1.0,2024,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,,,,,,2023-12,2023
BEH17,0,Belgium,2023-12-15,Humanitarian,Budgetary appropriations,"Belgium is setting up a EUR 1.760 billion Ukraine fund financed by frozen Russian assets in the country. Part of the EUR 1.505bn is earmarked for 2024 and EUR 225m for 2025. As the Belgian authorities have not disclosed how exactly the fund will be divided between military, financial and humanitarian aid, we assume that it will follow the distribution set in previous years.",EUR,Commitment,"10,200,000",10200000.0,10200000.0,8983588.0,,,,,,,.,.,.,0.0,.,., . ,,,1.0,https://diplomatie.belgium.be/en/policy/policy-areas/highlighted/belgian-support-ukraine,.,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,December,0.0,2025,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,110.211951,,,,,,2023-12,2023
BEM1,BEM1_1,Belgium,2022-02-26,Military,Weapons,"Both lethal and non-lethal military aid estimated to be worth around EUR76 million (Source of Aid 1). This is part of total aid until April 22. Donation ID BEM2 presents a seperate package due to credible official information, that the EUR76 million do not contain the packages from March 22 and April 11. The Belgium government disclosed further details on the content of the packages in January 2023 (Source of aid 1).",EUR,Allocation,"76,000,000",76000000.0,76000000.0,71771440.0,76000000.0,76000000.0,71771440.0,71771440.0,76000000.0,71771440.0,FNC-type automatic rifle,Light armaments & infantry,Small Arms and Light Weapons (SALW),0.0,2000,2000," 3,000 ",6000000.0,6000000.0,1.0,https://www.premier.be/sites/default/files/articles/BE%20support%20militaire.pdf,https://mil.in.ua/en/news/belgium-made-a-decision-to-hand-over-artillery-to-ukraine-the-media/,https://twitter.com/alexanderdecroo/status/1497542000228417537,.,0.0,https://mil.in.ua/en/news/belgium-made-a-decision-to-hand-over-artillery-to-ukraine-the-media/,.,,,,,,,,,,0.0,1.0,February,1.0,2022-2023,1.0,Value is given by the source,Value is given by the source,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,.,0.0,1.0,1.0,1.0,stocks,0.0,0,0.0,0.0,,,106.0,1.0,105.891703,76000000.0,,,,,2022-02,2022
BEM2,BEM2_1,Belgium,2022-03-22,Military,Equipment,"Lethal and non-lethal weapons amounting to 11 million EUR that were announced March 22 and April 4. This is not part of total aid until April 22 that is estimated by the Prime Minister to be 76 million EUR (""Source of Aid 2""). The package contains field beds, generators, heating systems, light weapons and ammunition, as well as ballistitc protection and night vision systems. The Belgium government disclosed further details on the content of the packages in January 2023 (Source of aid 1).",EUR,Allocation,"11,000,000",11000000.0,11000000.0,10387972.0,11000000.0,11000000.0,10387972.0,10387972.0,11000000.0,10387972.0,bed,Humanitarian,Humanitarian,0.0,undisclosed,undisclosed, 200 ,,,1.0,https://www.premier.be/sites/default/files/articles/BE%20support%20militaire.pdf,https://mil.in.ua/en/news/belgium-made-a-decision-to-hand-over-artillery-to-ukraine-the-media/,https://www.lesoir.be/437698/article/2022-04-22/guerre-en-ukraine-la-belgique-sapprete-livrer-de-nouveaux-missiles-antichars,.,0.0,https://mil.in.ua/en/news/belgium-made-a-decision-to-hand-over-artillery-to-ukraine-the-media/,.,,,,,,,,,,0.0,1.0,March,1.0,2022-2023,0.0,Value is given by the source,Value is given by the source,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,106.0,1.0,105.891703,11000000.0,,,,,2022-03,2022
BEM3,BEM3_1,Belgium,2022-05-06,Military,Weapons,"The Belgium government disclosed further details on the content of the packages delivered to Ukraine for the first year of war in January 2023 (Source of aid 1). Here, we report military aid omitted from other packages with official announcements.",EUR,Allocation,"2,646,400",2646400.0,2646400.0,2499157.0,2646400.0,2646400.0,2499157.0,2499157.0,2646400.0,2499157.0,"Round of small arms ammunitions, grenade launchers and mortar rounds",Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,0.0,undisclosed,undisclosed, 5 ,,,1.0,https://www.premier.be/sites/default/files/articles/BE%20support%20militaire.pdf,.,.,.,1.0,https://www.premier.be/sites/default/files/articles/BE%20support%20militaire.pdf,.,,,,,,,,,,0.0,1.0,May,1.0,2022-2023,0.0,Value is given by the source,Value is given by the source,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,106.0,1.0,105.891703,2646400.0,,,,,2022-05,2022
